Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
Hana Takacova,F,Single-ply,,76.72,175.0,150.0,120.0
Bernice Fuss,F,Wraps,56.0,69.58,128.0,152.5,103.0
Andrea Passwater,F,Raw,28.0,54.25,92.5,90.0,52.5
David Thomas,M,Raw,31.5,72.5,195.0,242.5,127.5
Amanda Jonnala,F,Raw,40.0,119.8,155.0,185.0,85.0
Jesse Roland,M,Raw,24.5,92.15,260.0,300.0,200.0
Koby Daily,M,Raw,23.0,117.1,245.0,242.5,150.0
Phillip Richard,M,Single-ply,20.5,55.4,222.5,190.0,117.5
Rebecca Marino,F,Raw,29.5,70.3,75.0,125.0,60.0
Gerald Omictin,M,Raw,22.0,122.55,267.5,260.0,187.5
John Dela Cruz,M,Raw,27.5,83.0,222.5,227.5,135.0
Gerald Dionio,M,Raw,21.0,65.9,220.0,258.0,147.5
Matthew Hanke,M,Wraps,32.0,127.0,272.5,277.5,200.0
Michelle Heijtz,F,Raw,17.5,80.6,87.5,115.0,50.0
Sofia Pegoraro,F,Wraps,33.0,72.7,120.0,120.0,70.0
Gregory Phelps,M,Raw,20.0,81.6,207.5,267.5,132.5
Christian Favela,M,Raw,20.0,104.9,230.0,265.0,155.0
Nick Terry,M,Raw,29.0,103.9,262.5,317.5,260.0
Bob Seeber,M,Wraps,53.0,108.0,60.0,225.0,145.0
Alex Grable,M,Raw,16.5,90.8,157.5,185.0,97.5
Brandon Boon,M,Raw,18.5,78.2,160.0,232.5,112.5
Socrates Meza-Ayala II,M,Single-ply,16.0,88.0,245.0,250.0,145.0
Joey Zinghini,M,Raw,28.5,73.7,227.5,275.0,142.5
Caleb Spence,M,Raw,17.5,68.9,110.0,147.5,72.5
Katherine Long,F,Raw,27.5,72.0,125.0,167.5,65.0
Colton Artrip,M,Raw,22.0,63.7,170.0,190.0,102.5
Adam Wearne,M,Raw,17.5,96.1,231.0,262.5,147.5
Randy Woodle,M,Raw,21.5,119.5,245.0,252.5,172.5
Don Super,M,Raw,24.0,74.0,195.0,250.0,125.0
Mindy Layne,F,Raw,44.0,72.2,92.5,112.5,50.0
Eduard Shungarov,M,Raw,22.0,65.9,110.0,125.0,85.0
Cory Alfermann,M,Wraps,25.0,106.1,235.0,282.5,150.0
Olga Dayts,F,Raw,35.5,56.1,87.5,105.0,50.0
Alan Levine,M,Raw,65.0,74.39,148.0,190.5,96.0
John Thorpe,M,Raw,26.0,95.6,210.0,227.5,137.5
Anson Liu,M,Raw,41.5,88.9,190.0,210.0,137.5
Lincoln Bond,M,Raw,42.5,78.6,137.5,195.0,112.5
Samantha Lunn,F,Raw,19.5,71.3,107.5,135.0,52.5
Holly Jenkins,F,Raw,24.0,54.52,110.0,130.0,62.5
Adam McWhirter,M,Raw,32.5,101.1,170.0,210.0,105.0
Lewis Parris,M,Raw,20.0,71.7,152.5,225.0,115.0
Erick Baker,M,Single-ply,38.0,108.5,327.5,310.0,217.5
Jared Crafton,M,Raw,27.0,103.4,205.0,235.0,132.5
Efrain Tejada,M,Wraps,40.0,89.27,207.5,237.5,147.5
Sean Rendell,M,Raw,28.5,79.6,207.5,230.0,142.5
Kamila Kasperska,F,Raw,22.5,79.26,170.0,182.5,80.0
Valeria Herrera,F,Raw,20.5,53.1,100.0,107.5,47.5
Britain Schroeder,F,Raw,20.0,80.3,102.5,110.0,60.0
Clayton Harrell,M,Wraps,21.0,82.37,197.31,217.72,129.27
James Stuck,M,Raw,40.5,103.3,260.0,250.0,182.5
Laura Romano,F,Raw,29.5,71.3,137.5,137.5,60.0
Dottie Shaw,F,Raw,55.0,74.05,92.5,115.0,52.5
Brett Milne,M,Raw,27.0,74.8,192.5,235.0,102.5
Simon Link,M,Raw,,92.15,205.0,220.0,130.0
Rosalind Bowles,F,Wraps,44.0,79.74,67.5,117.5,52.5
Luke Dreier,M,Wraps,31.0,139.53,352.5,347.5,200.0
Steven Gassert,M,Raw,16.5,65.16,182.5,185.0,137.5
Ariana Fazelat,F,Raw,21.5,70.6,70.0,92.5,42.5
Morgan Houk,F,Wraps,24.0,58.4,117.5,100.0,55.0
Ellen Stein,F,Single-ply,63.0,59.2,182.5,192.5,97.5
Griffin Gillespie,M,Raw,18.0,73.6,167.5,190.0,100.0
Jeannine Alsous,F,Raw,25.0,87.6,95.0,137.5,52.5
Vitaliy Smirnov,M,Raw,29.0,64.7,155.0,180.0,87.5
Kristy Reske,F,Single-ply,24.0,73.45,152.5,177.5,77.5
Sandro Nani,M,Raw,24.0,75.0,175.0,182.5,125.0
Nicola Mcmahon,F,Raw,26.5,78.8,115.0,132.5,57.5
Joe Dentice,M,Single-ply,47.0,109.77,217.5,250.0,172.5
Brittany Chavez,F,Raw,20.5,62.7,147.5,155.0,65.0
Anthony Zeccola,M,Raw,21.5,74.88,145.0,200.0,97.5
Kyle Burke,M,Wraps,21.0,95.5,185.0,195.0,110.0
Jeffrey Thiele,M,Raw,35.5,113.2,325.0,305.0,190.0
Tessa Cruz,F,Raw,24.0,73.45,77.5,112.5,40.0
Andrew Skeirik,M,Raw,26.5,92.4,215.0,242.5,155.0
David Alam,M,Raw,28.0,70.3,142.5,167.5,100.0
Bill Tenerelli,M,Raw,32.0,60.7,200.0,255.0,117.5
Riley Ganther,F,Single-ply,14.5,55.3,77.5,102.5,30.0
Josh Wheeler,M,Wraps,29.0,89.6,255.0,275.0,170.0
Mackenzie Chase,F,Single-ply,18.5,69.6,160.0,147.5,60.0
Christian Voisin,M,Raw,59.5,73.0,187.5,220.5,130.0
Nicholas Torrisi,M,Raw,20.5,92.2,225.0,247.5,147.5
Sam Jordan,M,Raw,30.0,82.5,170.0,210.0,90.0
Ron Eaton,M,Wraps,39.0,107.68,275.0,280.0,195.0
Richard Jones,M,Raw,,66.8,165.0,192.5,142.5
Emily Rea,F,Raw,28.5,62.7,120.0,142.5,62.5
Jonathan Drummond,M,Raw,49.0,122.5,252.5,330.0,167.5
Steve Mittleman,M,Raw,44.0,117.39,187.5,200.0,132.5
Joshua Hockaday,M,Raw,17.5,92.08,120.2,138.4,86.2
Jason Manenkoff,M,Raw,30.0,74.39,192.5,227.5,172.5
Enza Denino,F,Raw,47.0,67.18,82.5,107.5,50.0
Elliot Bell,M,Raw,21.5,103.0,177.5,242.5,122.5
Katrina Evans,F,Raw,41.5,105.26,145.0,145.0,87.5
Trevor Pfaendtner,M,Wraps,25.0,122.29,302.5,275.0,217.5
Jimmy Meinking,M,Wraps,27.0,107.59,260.82,276.69,181.44
Jordan Grandy,F,Raw,28.5,60.5,80.0,92.5,37.5
Dakota Irek,F,Single-ply,16.5,89.36,167.8,167.8,70.3
Blanca Rios,F,Wraps,42.0,54.8,87.5,117.5,40.0
Kyle Thyssen,M,Single-ply,17.5,54.11,129.3,165.6,61.2
Bonnie Southern,F,Raw,56.5,67.6,85.0,130.0,47.5
Monique de Villa,F,Raw,22.0,54.1,77.5,127.5,50.0
Trung Minh Nguyen,M,Raw,20.5,81.15,180.0,217.5,122.5
Kelli Ennis,F,Raw,25.0,46.18,77.5,90.0,35.0
Adam Maihofer,M,Single-ply,,72.94,145.0,165.0,97.5
Matt King,M,Single-ply,25.5,117.7,235.0,280.0,180.0
Daniel Stornaiuolo,M,Wraps,22.0,145.42,322.5,310.0,185.0
Mitch Kim,M,Raw,16.5,65.4,137.5,135.0,67.5
Ashley Pardo,F,Raw,34.0,70.2,147.5,170.0,70.0
Merlin Viet,M,Raw,28.5,94.4,240.0,257.5,155.0
Rachele Killian,F,Single-ply,45.5,71.66,137.5,152.5,95.0
Zorana Dinic,F,Wraps,17.5,52.0,80.0,92.5,39.0
Stian Walgermo,M,Single-ply,27.5,104.76,387.5,342.5,295.0
Janine Jadallah,F,Single-ply,46.0,61.33,120.0,127.5,72.5
Will Wright,M,Raw,21.0,104.7,257.5,305.0,172.5
Johann Gylfason,M,Raw,35.0,105.9,285.0,270.0,195.0
Sergio Hernandez,M,Wraps,29.5,87.54,190.51,219.99,136.08
Jordan Nelson,M,Raw,22.0,86.9,205.0,225.0,142.5
Brandi Sneed,F,Wraps,36.0,99.8,182.5,187.5,110.0
Chris Hall,M,Raw,17.5,92.44,220.0,245.0,135.0
Leah Davis,F,Wraps,35.0,90.0,205.0,25.0,25.0
Alexis Calvillo,F,Raw,20.0,74.6,107.5,127.5,57.5
Nathan Brandhorst,M,Raw,21.0,107.82,330.0,310.0,182.5
Angela Whymark,F,Raw,47.5,82.65,105.0,137.5,55.0
Alina Rassamahina,F,Raw,15.5,42.68,95.0,115.5,52.5
Christopher Yoshikawa,M,Raw,21.0,81.8,215.0,282.5,137.5
Barb Welp,F,Wraps,44.0,72.48,90.0,117.5,52.5
Mina Arora,F,Raw,34.0,55.6,72.5,95.0,40.0
Tom Cullingworth,M,Raw,18.0,100.0,185.0,217.5,102.5
Darren Robuck,M,Wraps,47.0,107.86,240.0,237.5,160.0
Katherine Brown,F,Raw,51.0,72.35,117.5,157.5,82.5
Sarah Gannon,F,Raw,34.0,65.8,160.0,180.0,85.0
Trenton Whitted,M,Wraps,13.0,58.06,92.5,130.0,52.5
Kursten Anderson,F,Wraps,27.0,54.98,95.25,124.74,61.23
Raeann Reeder,F,Raw,39.0,83.5,110.0,140.0,57.5
Patrick Hewitt,M,Wraps,17.0,67.18,190.0,185.0,105.0
Stephanie Davidson,F,Raw,31.5,103.45,135.0,142.5,67.5
Zayne Francis,M,Raw,14.5,82.6,130.0,170.0,67.5
Adam Herrera,M,Wraps,41.0,107.59,180.0,210.0,92.5
Beth Lovatt,F,Wraps,19.0,70.5,145.0,160.0,72.5
Gabriel Malone,M,Raw,33.5,81.2,265.0,277.5,155.0
Andre Galang,M,Raw,20.0,105.5,227.5,215.0,110.0
Jayne Egan,F,Raw,53.5,51.27,105.0,135.0,60.0
Michael Eisner,M,Wraps,23.0,133.2,240.0,237.5,155.0
Mirro Bidanian,M,Raw,15.0,55.88,65.0,102.5,50.0
Vuokko Viitasaari,F,Raw,59.5,50.65,105.0,137.5,50.0
Mitch Murphy,M,Raw,23.5,118.35,225.0,250.0,165.0
Emma Miller,F,Raw,20.0,65.9,92.5,130.0,47.5
Amber Damian,F,Raw,24.0,78.43,110.0,130.0,77.5
Otis Sexton,M,Wraps,33.0,111.3,122.5,182.5,125.0
Kelton Cernin,M,Raw,23.0,98.2,197.5,250.0,162.5
Jane Rice,F,Raw,57.5,80.59,92.5,125.0,57.5
Mark Glusica,M,Raw,29.0,160.39,255.0,327.5,207.5
Shontelle Hellyer,F,Raw,30.5,77.45,147.5,155.0,82.5
Christopher Fey,M,Raw,20.0,87.5,137.5,220.0,95.0
Collin Cortez,M,Raw,28.0,97.61,202.5,240.0,137.5
Garreth Kaplan,M,Wraps,21.0,74.39,210.92,204.12,122.47
Semboury Phan,M,Raw,29.0,98.0,210.0,240.0,197.5
Jimmy Hamlin,M,Raw,21.0,104.2,220.0,220.0,112.5
Caitlyn Buck,F,Single-ply,22.5,62.2,152.5,162.5,92.5
Amanda PeQueen,F,Raw,30.0,67.0,90.0,145.0,62.5
Chris Patton,M,Raw,44.0,80.7,130.0,195.0,107.5
Charity Witt,F,Wraps,23.0,75.3,187.5,190.0,90.0
Meghan Bradsher,F,Raw,25.5,66.5,120.0,157.5,67.5
Caron Kaveney,F,Raw,49.5,54.6,102.5,142.5,57.5
David Lemmel,M,Raw,36.0,122.2,245.0,265.0,182.5
Bryan Alm,M,Raw,41.0,154.4,320.0,317.5,212.5
Scott Johnson,M,Raw,48.5,82.6,122.5,170.0,95.0
William Depault,M,Raw,12.0,38.0,52.5,92.5,30.0
Lydia Mele,F,Single-ply,18.5,71.4,185.0,175.0,132.5
Randy Holman,M,Wraps,64.0,103.92,60.0,60.0,160.0
Brennan Taylor,M,Wraps,24.0,109.41,182.5,205.0,132.5
Joshua Jaggers,M,Raw,24.0,100.06,252.5,292.5,205.0
Matt Gaechter,M,Wraps,35.0,89.18,255.0,275.0,167.5
Marie Tunroth,F,Raw,22.5,70.5,167.5,201.5,102.5
Gabe Boyle,M,Raw,17.0,55.1,97.5,110.0,62.5
Rick Gutman,M,Raw,63.0,73.4,117.5,132.5,113.0
Milan Spingl,M,Single-ply,28.5,147.42,427.5,322.5,292.5
Ryan Walsh,M,Single-ply,30.5,97.4,265.0,265.0,190.0
Lisa Evanovich,F,Raw,50.0,59.69,67.5,90.0,42.5
Blake Banu,M,Raw,15.0,92.0,125.0,140.0,57.5
Femis Lambrionidis,M,Single-ply,21.5,129.7,420.0,370.0,290.0
Andre Castro,M,Wraps,44.0,99.3,230.0,272.5,162.5
Hannah R. Brown,F,Single-ply,26.5,94.83,190.0,187.5,102.5
Alexey Kuzmin,M,Raw,29.5,81.15,252.5,287.5,175.0
Sheridan Wray,M,Raw,40.5,92.28,220.0,265.0,177.5
Danielle Columby,F,Wraps,30.0,50.98,145.0,165.0,70.0
Jerry Fannin,M,Wraps,57.0,107.23,207.52,215.0,142.52
Sushmith Kulkarni,M,Raw,19.5,75.9,102.5,152.5,80.0
Tim Mercer,M,Raw,35.0,86.5,215.0,252.5,157.5
Drew Leggett,M,Wraps,23.0,95.0,252.5,250.0,175.0
Charles Frye,M,Wraps,,154.5,187.5,205.0,165.0
Jonathan Alexander,M,Raw,25.0,89.1,152.5,212.5,92.5
Melody Miller,F,Raw,45.5,70.42,135.0,152.5,85.0
Ariel Albores,M,Wraps,35.0,100.0,270.0,260.0,177.5
Amanda Brown,F,Raw,36.5,56.35,110.0,152.5,65.0
Pirjo Kemppainen,F,Single-ply,64.5,48.28,75.0,100.0,35.0
Jessica Head-Gray,F,Raw,30.5,51.15,102.5,110.0,50.0
Arnold Delgadillo,M,Single-ply,19.5,58.6,192.5,210.0,145.0
Michelle Hunter,F,Raw,34.5,82.8,97.5,137.5,70.0
Joshua Brown,M,Single-ply,24.5,101.0,305.0,255.0,150.0
Jose Hernandez,M,Single-ply,46.0,79.02,205.0,205.0,130.0
Mario D'Amico,M,Multi-ply,23.0,98.2,365.0,275.0,240.0
Darren Moore,M,Raw,15.0,67.5,83.91,113.4,61.23
Sabrina Macejak,F,Wraps,24.0,53.8,92.5,105.0,47.5
Peter Tranetoft,M,Raw,35.5,88.8,145.0,195.0,100.0
Evan McNamara,M,Wraps,23.0,106.3,232.5,250.0,165.0
Eva Whittimore,F,Raw,35.0,59.7,110.0,137.5,72.5
Estefany Lopez Polanco,F,Raw,19.5,54.6,75.0,97.5,45.0
Sohale Shakoor,M,Raw,18.0,81.6,162.5,187.5,110.0
Susan Stephens,F,Raw,45.5,56.8,110.0,135.0,70.0
Tara Kirby,F,Raw,16.0,85.9,87.5,127.5,60.0
Gail Valtier,F,Wraps,42.0,65.2,120.0,145.0,80.0
Arja Rydin,F,Raw,20.5,61.7,100.0,120.0,52.5
Allison Wade,F,Raw,13.0,59.87,47.63,72.57,27.22
Brandon D. Numsen,M,Wraps,40.0,96.62,220.0,227.5,165.0
Margaret Pukallus,F,Raw,66.5,73.35,55.0,92.5,37.5
Emily Schultz,F,Raw,25.0,74.6,122.5,130.0,60.0
Lee Fish,M,Wraps,73.0,73.8,107.5,137.5,92.5
Paul G Schreiner,M,Raw,28.5,92.0,230.0,265.0,142.5
Alex Ayliffe,M,Raw,25.0,83.6,170.0,182.5,102.5
Will Short,M,Raw,15.5,94.0,142.5,185.0,105.0
Susanna Batson,F,Raw,22.0,66.8,125.0,150.0,67.5
Arturo Uriostegui,M,Raw,25.0,65.82,150.0,195.0,135.0
Brady Cable,M,Raw,21.5,90.85,197.5,275.0,145.0
Bradley Schofield,M,Raw,33.0,90.0,220.0,272.5,143.0
Daniel Morris,M,Raw,28.5,80.0,165.0,225.0,165.0
Zachary Justice,M,Raw,19.0,85.09,145.0,200.0,87.5
Anton Solodov,M,Single-ply,25.5,148.25,440.0,327.0,300.0
Jared Naquin,M,Single-ply,22.5,81.2,290.0,257.5,190.0
Fabricio Duque,M,Raw,19.5,62.8,150.0,190.0,77.5
Oleksandr Lebediev,M,Single-ply,21.5,82.4,340.0,297.5,250.0
Jing Peng,F,Raw,24.5,70.7,142.5,170.0,70.0
Simon Bergner,M,Raw,26.5,73.85,187.5,217.5,122.5
Matthew Yap,M,Raw,17.5,65.42,208.0,212.5,130.0
Freddie Tackett,M,Wraps,36.0,106.14,217.5,257.5,165.0
Catherine Maxwell,F,Raw,18.0,63.8,52.5,77.5,35.0
Matthew Munson,M,Wraps,21.0,88.9,217.5,272.5,142.5
Sarah Cowley,F,Raw,25.0,59.9,115.0,132.5,60.0
Nicholas Witczak,M,Raw,23.0,88.3,190.0,225.0,142.5
Meghan Scanlon,F,Raw,28.5,62.8,170.0,165.0,102.5
Josh James,M,Single-ply,24.5,91.5,210.0,225.0,137.5
Joshua Marvil,M,Raw,21.5,89.9,175.0,205.0,120.0
Lester Hahn,M,Wraps,36.0,165.9,255.0,272.5,190.0
Antoine Boyer,M,Raw,16.5,63.14,112.5,160.0,77.5
Evan McNamara,M,Wraps,23.0,104.5,240.0,287.5,155.0
Danielle Hayes,F,Raw,26.0,72.8,120.0,170.0,67.5
Vincent Halbot,M,Raw,45.5,73.88,182.5,195.0,152.5
Javier Sahagun,M,Raw,25.0,99.0,172.5,222.5,145.0
Justin Oliver,M,Raw,27.0,89.18,197.5,270.0,155.0
James Grinstead,M,Wraps,26.0,99.5,242.5,227.5,150.0
BreAnn Newmeyer,F,Raw,17.5,70.1,87.5,122.5,40.0
Elaine To,F,Raw,23.0,90.0,152.5,165.0,77.5
Jacinta Nadeau,F,Raw,29.0,60.0,75.0,92.5,35.0
Don Powers,M,Multi-ply,44.0,109.3,250.0,247.5,185.0
Kasandra Docken,F,Raw,29.5,60.9,110.0,110.0,62.5
Brett Wondra,M,Wraps,37.0,109.2,307.5,282.5,167.5
Alexandre Johnson-Barroso,M,Raw,23.0,88.45,140.0,155.0,107.5
Victor Valenzuela,M,Wraps,24.0,115.0,205.0,215.0,125.0
Rob Murrell,M,Raw,,126.7,300.0,285.0,175.0
Vanessa Vautier,F,Raw,32.0,50.95,110.0,130.0,70.0
Dariusz Wszola,M,Single-ply,36.5,58.62,255.0,217.5,177.5
Luke Beasley,M,Wraps,26.0,72.9,205.0,235.0,147.5
Scott Lookabaugh,M,Raw,35.0,72.5,167.5,237.5,137.5
Gabriel Campbell,M,Raw,25.5,101.4,180.0,220.0,112.5
Jeneva Eason,F,Raw,30.5,70.8,137.5,152.5,70.0
Akira Kobayashi,M,Raw,26.0,73.8,155.0,200.0,122.5
James Manning,M,Multi-ply,25.0,106.32,244.94,226.8,147.42
Ernest Ruzin,M,Wraps,78.5,61.6,132.5,161.0,75.0
Steven Steel,M,Raw,29.0,104.6,267.5,285.0,185.0
Jamison Richardson,M,Wraps,25.0,124.38,260.82,292.57,156.49
Dawn Bogart,F,Single-ply,43.0,59.83,150.0,182.5,102.5
Nicholas Rowland,M,Raw,30.0,123.4,292.5,337.5,212.5
Marvin Ziegler,M,Raw,22.5,72.25,172.5,190.0,115.0
Kery Danh,M,Raw,17.0,80.8,185.0,207.5,112.5
Matthew Troxell,M,Raw,22.0,91.72,127.5,187.5,102.5
Jeremy Foster,M,Raw,33.5,102.35,195.0,235.0,130.0
Claudio Gomes Pereira,M,Raw,55.0,91.17,160.0,170.0,120.0
Conswella Bennett,F,Raw,43.5,81.44,100.0,150.0,70.0
Caolan Burke-Prior,M,Raw,18.5,81.2,205.0,225.0,142.5
Robert Mouton,M,Raw,34.0,87.45,217.5,210.0,130.0
Lee Crisp,M,Raw,39.0,106.14,197.5,245.0,172.5
David Zavadil,M,Raw,53.0,89.2,170.0,205.0,80.0
Stanley Cocker,M,Raw,23.5,118.6,300.0,300.0,170.0
Ben Flawith,M,Wraps,20.0,108.15,200.0,260.0,160.0
Amir Fazeli,M,Raw,29.5,82.38,242.5,317.5,147.5
Chris Maestas,M,Wraps,29.0,89.6,245.0,250.0,155.0
Ivan Filipovic,M,Raw,22.5,82.8,185.0,217.5,110.0
Seth Daigre,M,Raw,26.0,55.0,132.5,185.0,92.5
John Davis,M,Raw,40.0,108.8,245.0,275.0,167.5
Phillip Bailey,M,Wraps,37.0,96.8,232.5,240.0,117.5
Andre Hentschel,M,Single-ply,25.5,89.94,332.5,270.0,240.0
Alex Brown,M,Wraps,26.0,137.0,272.5,240.0,162.5
Jerry Tin,M,Raw,26.5,81.0,165.0,175.0,102.5
Chris Peterson,M,Wraps,23.0,94.4,207.5,245.0,165.0
Brian Minier,M,Raw,40.0,149.0,245.0,290.0,185.0
Patti Fuchs,F,Raw,43.0,106.2,100.0,125.0,52.5
Jennifer Perry,F,Single-ply,25.0,60.0,182.5,175.0,105.0
Tyler Herrschaft,M,Wraps,20.0,81.47,165.56,199.58,122.47
Jack Rothenberger,M,Raw,23.0,124.5,235.0,227.5,147.5
Hari Singh Cheema,M,Single-ply,62.5,72.97,190.0,210.0,125.0
Bob Evans,M,Single-ply,53.0,100.0,214.89,194.59,162.39
Dariusz Wszola,M,Single-ply,31.5,55.84,252.5,210.0,167.5
Amber Blankemeyer,F,Single-ply,21.5,113.5,187.5,165.0,117.5
Femis Lambrionidis,M,Single-ply,23.5,142.55,410.0,350.0,295.0
Ethan Smith,M,Raw,20.5,81.7,190.0,220.0,125.0
Antonio Zavala,M,Raw,24.5,82.2,222.5,247.5,142.5
Corey McManus,M,Raw,39.0,88.9,181.44,244.94,192.78
Fabien Ho Ching Ma,M,Raw,21.5,81.22,220.0,242.5,140.0
Alexander Willcox,M,Raw,23.0,141.02,257.5,290.0,155.0
Rehanna Kegel,F,Raw,28.5,85.1,107.5,110.0,52.5
Dong Yun,M,Raw,20.5,73.1,202.5,215.0,122.5
Michelle Coglan,F,Raw,37.5,83.9,130.0,152.5,72.5
Michelle Bothun,F,Raw,45.0,73.2,85.0,137.5,62.5
Andrew Klockowski,M,Wraps,17.0,74.84,192.78,215.46,117.93
Trey Koenig,M,Raw,23.0,97.9,237.5,247.5,165.0
Callan Gibbons,M,Raw,23.5,82.0,212.5,285.0,120.0
Kimberly Price,F,Wraps,21.0,60.0,117.5,155.0,67.5
Wayne Schmitt,M,Raw,26.0,73.7,197.5,245.0,142.5
Chris Herrlinger,M,Raw,29.5,111.2,230.0,222.5,182.5
Mick Loyd,M,Wraps,39.0,114.03,115.67,151.95,106.59
Curtis Hubbard,M,Wraps,66.0,75.0,137.5,162.5,80.0
Jacob Williams,M,Single-ply,16.5,87.0,217.5,217.5,137.5
Sean Berry,M,Raw,43.0,122.5,265.0,285.0,145.0
Martin Haraldsen Knut,M,Raw,21.5,92.3,220.0,75.0,195.0
Gustavo Castro,M,Raw,30.5,81.9,157.5,192.5,125.0
Michael Vincent Porsovigan,M,Raw,,73.25,157.5,190.0,87.5
Daniel Debhnke,F,Wraps,34.0,58.88,92.5,125.0,40.0
Edward Zimmerman,M,Raw,58.0,109.7,275.0,245.0,147.5
Ronel Reyneke,F,Raw,46.5,61.58,100.0,120.0,60.0
William Butler,M,Wraps,35.0,95.9,227.5,255.0,155.0
Mélodie Anthouard,F,Raw,27.5,56.45,137.5,115.0,95.0
Viktoriya Barannikova,F,Raw,20.0,51.0,77.5,80.0,37.5
Beau Anderson,M,Raw,38.0,94.7,187.5,220.0,125.0
Zachery Fuqua,M,Single-ply,22.5,87.8,125.0,192.5,115.0
Silke Elliott,F,Raw,40.0,60.0,87.5,127.5,70.0
Amir Alavi,M,Wraps,23.0,87.5,172.5,195.0,115.0
James Rowe,M,Raw,19.0,107.77,220.0,207.5,142.5
Charlie Chawalitmetha,M,Wraps,24.0,79.29,197.5,265.0,147.5
Maxwell Mooney,M,Raw,26.5,113.4,240.0,270.0,140.0
May Rodgers,F,Raw,50.0,67.4,72.5,110.0,45.0
Jeff Lewis,M,Single-ply,32.0,242.4,385.0,312.5,295.0
Ethan Coleman,M,Raw,33.5,96.3,187.5,257.5,117.5
Carla Chippendale,F,Raw,38.5,92.75,80.0,105.0,55.0
Victor Cruz,M,Raw,22.5,104.7,227.5,252.5,155.0
Brodie Scott,M,Wraps,14.0,66.22,88.45,147.42,68.04
Alan Taylor,M,Raw,29.0,88.5,147.5,195.0,105.0
Tevin Guillot,M,Single-ply,23.5,100.5,300.0,275.0,190.0
Scotty Hatlevig,M,Wraps,41.0,80.56,237.5,275.0,165.0
Alysha Gareis,F,Raw,26.0,56.7,107.5,112.5,65.0
Pawel Osmialowski,M,Single-ply,35.5,58.68,255.0,217.5,152.5
Jack Pidgeon,M,Wraps,50.0,103.6,175.0,200.0,142.5
Stephen King,M,Single-ply,48.0,84.35,252.5,227.5,127.5
Joshua Mounce,M,Raw,19.5,79.5,182.5,235.0,130.0
Anahi De Jesus,F,Single-ply,15.5,88.0,122.5,140.0,70.0
Michelle Green,F,Raw,24.0,51.2,97.5,122.5,50.0
Joshua Guerrero,M,Raw,23.0,73.12,192.5,212.5,115.0
Chris Clanton,M,Wraps,33.0,113.0,242.5,250.0,150.0
Anthony Evans,M,Wraps,25.0,89.72,255.0,277.5,155.0
Adam Silverman,M,Raw,23.0,66.13,147.5,227.5,107.5
Eugene Cho,M,Raw,22.5,81.3,185.0,205.0,125.0
Nate Bugni,M,Raw,27.0,74.5,230.0,290.0,145.0
Jakob Bunnell,M,Raw,19.0,81.6,180.0,230.0,115.0
Amanda Erickson,F,Raw,27.0,83.18,107.5,122.5,57.5
Vivian Read,F,Wraps,,51.89,74.84,127.01,31.75
Maxim Korotkov,M,Single-ply,33.5,123.4,400.0,300.0,270.0
Olha Skaletska,F,Raw,17.5,56.59,120.0,132.5,65.0
Sarah Antenora,F,Raw,54.0,92.7,55.0,110.0,47.5
Scott Faulkner,M,Wraps,23.0,86.18,92.99,138.35,68.04
Taylor Aglio,F,Raw,27.0,65.3,102.5,120.0,65.0
Michael Odenthal,M,Raw,27.5,103.53,255.0,232.5,147.5
John Hurle,M,Single-ply,62.0,123.29,260.82,192.78,138.35
Kevin Ganir,M,Raw,24.0,81.5,185.0,247.5,125.0
Curtis Cecak,M,Raw,30.5,117.3,225.0,230.0,147.5
Nicholas Seliger,M,Wraps,24.0,99.43,220.0,262.5,137.5
Rayyan Kubbar,M,Raw,21.5,65.2,125.0,185.0,82.5
Alysa Melzer,F,Raw,26.5,71.9,100.0,137.5,50.0
Anthony Kamleh,M,Raw,18.5,82.4,175.0,220.0,110.0
Ambrin Allison,F,Raw,29.0,89.7,92.5,100.0,45.0
Julian Bevans,M,Raw,30.0,98.2,272.5,295.0,232.5
Michael Runyan,M,Raw,,103.3,217.5,225.0,120.0
Precilla Navarro,F,Raw,35.0,55.6,122.5,122.5,62.5
Etienne Lited,M,Single-ply,28.5,59.64,250.0,242.5,145.0
Shane Gallant,M,Wraps,24.0,134.8,275.0,290.0,177.5
Landon Hoornstra,M,Wraps,12.0,52.0,55.0,67.5,25.0
Justin Pinto,M,Raw,20.5,78.6,215.0,250.0,142.5
Rachel Lanford,F,Wraps,16.0,50.6,95.0,102.5,40.0
Spencer Draggoo,M,Single-ply,19.5,81.5,167.5,210.0,100.0
Kim Boatman,F,Wraps,50.0,70.03,110.0,122.5,55.0
Tapenga Tegelman,F,Raw,13.5,45.15,75.0,77.5,42.5
Brandon Ward,M,Single-ply,28.5,92.63,250.0,280.0,180.0
Rychelle Witney,F,Raw,22.5,84.0,122.5,120.0,57.5
Aura Morris,F,Wraps,30.0,88.9,137.5,165.0,75.0
Breann Thiessen,F,Raw,22.5,55.47,150.0,150.0,75.0
Jerry Palinsky,M,Wraps,26.0,110.9,200.0,200.0,150.0
Callistus Schissel,M,Raw,47.5,146.03,250.0,255.0,245.0
Raphael Santiago,M,Raw,29.5,110.0,232.5,302.5,165.0
Sheng-Hung Yang,M,Single-ply,26.5,55.82,170.0,260.0,97.5
